analysis_id,stage,cohort,population,N,endpoint,predictor,analysis_type,beta,effect_measure,effect,ci_low,ci_high,ci_type,p,robust_p,adjusted_p,fdr,r_squared,spearman_rho,events,status,interpretation,primary_secondary,supports_main_claim,limitation,source_output,source_row,robust_ci_low,robust_ci_high,robust_adjusted_p,omitted_gene,AUC,seed,iterations,percentile,tested_dependencies
,,DepMap,,25,ARHGAP24,,unadjusted OLS,,,0.0317386912141474,-0.0452942815739706,0.1087716640022655,,0.4028266087456542,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8393,,,,,,,,,
,,DepMap,,25,C18orf63,,unadjusted OLS,,,0.0329615508077031,-0.0560804382742448,0.1220035398896511,,0.4515976653061616,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8394,,,,,,,,,
,,DepMap,,25,MRPL41,,unadjusted OLS,,,-0.1492648758128581,-0.4317268081725854,0.1331970565468692,,0.2856385691918723,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8395,,,,,,,,,
,,DepMap,,25,RBM48,,unadjusted OLS,,,0.04297532288566,-0.1309988609199045,0.2169495066912246,,0.6142198007163552,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8396,,,,,,,,,
,,DepMap,,25,CIMIP2B,,unadjusted OLS,,,0.0010373751446965,-0.0870260070686953,0.0891007573580883,,0.9807688526100308,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8397,,,,,,,,,
,,DepMap,,25,DNAJC12,,unadjusted OLS,,,-0.038525972717995,-0.1147835410280311,0.0377315955920411,,0.3068353786971115,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8398,,,,,,,,,
,,DepMap,,25,LRRC3C,,unadjusted OLS,,,-0.0211722692279844,-0.1006297681702326,0.0582852297142637,,0.5868017129214047,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8399,,,,,,,,,
,,DepMap,,25,MEI1,,unadjusted OLS,,,-0.0572272690974711,-0.153608302772316,0.0391537645773738,,0.231760294008759,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8400,,,,,,,,,
,,DepMap,,25,ABHD17A,,unadjusted OLS,,,-0.0202256556371038,-0.1877133987763312,0.1472620875021235,,0.8049526896915186,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8401,,,,,,,,,
,,DepMap,,25,CYP7B1,,unadjusted OLS,,,0.0378230025274615,-0.0596164208043561,0.1352624258592791,,0.4302011203864954,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8402,,,,,,,,,
,,DepMap,,25,CT55,,unadjusted OLS,,,-0.0245078838059839,-0.1107286366974325,0.0617128690854645,,0.5622572135637414,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8403,,,,,,,,,
,,DepMap,,25,PIGX,,unadjusted OLS,,,0.0768523243068678,-0.0551135679106995,0.2088182165244353,,0.2405642440648125,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8404,,,,,,,,,
,,DepMap,,25,GPAT4,,unadjusted OLS,,,-0.0448190969491305,-0.1513826342256036,0.0617444403273426,,0.3932643115152925,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8405,,,,,,,,,
,,DepMap,,25,SELENOI,,unadjusted OLS,,,0.0375988966859972,-0.1027109332938844,0.1779087266658789,,0.5846971355647231,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8406,,,,,,,,,
,,DepMap,,24,OR8G5,,unadjusted OLS,,,0.0517717185798633,-0.0762574499219229,0.1798008870816496,,0.4107016522121456,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8407,,,,,,,,,
,,DepMap,,25,ATAD1,,unadjusted OLS,,,0.0549323974261597,-0.0505206922706054,0.160385487122925,,0.2923849520472608,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8408,,,,,,,,,
,,DepMap,,25,ZNF844,,unadjusted OLS,,,-0.0073399451943419,-0.1399535985140896,0.1252737081254057,,0.90983768307331,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8409,,,,,,,,,
,,DepMap,,25,KCTD13,,unadjusted OLS,,,0.0624285771218627,-0.071067626817099,0.1959247810608244,,0.343410525267141,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8410,,,,,,,,,
,,DepMap,,25,BDP1,,unadjusted OLS,,,-0.1041906423940281,-0.3296386629383241,0.1212573781502677,,0.3489993107287354,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8411,,,,,,,,,
,,DepMap,,25,ATP11C,,unadjusted OLS,,,0.0310602049942242,-0.0578504091251689,0.1199708191136174,,0.4771681176095017,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8412,,,,,,,,,
,,DepMap,,25,PSD4,,unadjusted OLS,,,-0.0476962953228193,-0.1765325895047428,0.0811399988591041,,0.4515630563162929,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8413,,,,,,,,,
,,DepMap,,25,HYLS1,,unadjusted OLS,,,-0.0666802335578209,-0.1941484723255792,0.0607880052099372,,0.2904055618419814,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8414,,,,,,,,,
,,DepMap,,25,LRR1,,unadjusted OLS,,,0.1471245710427318,-0.2657166173132377,0.5599657593987014,,0.4684495296488186,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8415,,,,,,,,,
,,DepMap,,25,AQP10,,unadjusted OLS,,,0.0134277525744375,-0.1237481724615761,0.1506036776104512,,0.8413104089853733,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8416,,,,,,,,,
,,DepMap,,25,CADPS2,,unadjusted OLS,,,0.0558770454025384,-0.053239774833055,0.164993865638132,,0.3004492921128677,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8417,,,,,,,,,
,,DepMap,,25,TDRD7,,unadjusted OLS,,,-0.0548545446620196,-0.1320298404076234,0.0223207510835842,,0.1550137459496066,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8418,,,,,,,,,
,,DepMap,,25,PCDHGB6,,unadjusted OLS,,,0.0277303417166556,-0.027753171218245,0.0832138546515563,,0.3119308152240292,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8419,,,,,,,,,
,,DepMap,,25,MYH3,,unadjusted OLS,,,0.0036291132555571,-0.1119251224934951,0.1191833490046094,,0.9487604238971452,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8420,,,,,,,,,
,,DepMap,,25,PGBD1,,unadjusted OLS,,,0.0068627216613063,-0.0848732417431949,0.0985986850658076,,0.8783643077183511,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8421,,,,,,,,,
,,DepMap,,25,ACTG1,,unadjusted OLS,,,-0.1348301497389546,-0.3808530510513135,0.1111927515734041,,0.2685974535405741,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8422,,,,,,,,,
,,DepMap,,25,HAT1,,unadjusted OLS,,,0.0007456218350124,-0.1117805358291795,0.1132717794992043,,0.9891816630176604,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8423,,,,,,,,,
,,DepMap,,25,DUSP12,,unadjusted OLS,,,-0.055496200657577,-0.1485400122086758,0.0375476108935217,,0.2297168247512312,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8424,,,,,,,,,
,,DepMap,,25,PNPLA1,,unadjusted OLS,,,-0.0683107741453606,-0.1703248345524384,0.0337032862617171,,0.1792751602652687,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8425,,,,,,,,,
,,DepMap,,25,C8orf34,,unadjusted OLS,,,0.0195559097792827,-0.0740990487977625,0.113210868356328,,0.6697985281067833,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8426,,,,,,,,,
,,DepMap,,25,YY2,,unadjusted OLS,,,-0.0263104557021459,-0.1185507636338402,0.0659298522295483,,0.5609033834775837,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8427,,,,,,,,,
,,DepMap,,25,ZNF576,,unadjusted OLS,,,0.0179274567279493,-0.0369597069692855,0.0728146204251842,,0.5059857005862338,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8428,,,,,,,,,
,,DepMap,,25,MYCT1,,unadjusted OLS,,,-0.0415425901472721,-0.1798304015429856,0.0967452212484413,,0.5404220985371432,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8429,,,,,,,,,
,,DepMap,,25,HOXA13,,unadjusted OLS,,,0.0164054417440475,-0.1037564130926399,0.1365672965807349,,0.7801402836678157,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8430,,,,,,,,,
,,DepMap,,25,NFRKB,,unadjusted OLS,,,-0.120129122941186,-0.3117437651516451,0.0714855192692729,,0.2075240194520675,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8431,,,,,,,,,
,,DepMap,,25,NFKBIL1,,unadjusted OLS,,,-0.0238862813834629,-0.0810669833054539,0.033294420538528,,0.3964301135599303,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8432,,,,,,,,,
,,DepMap,,24,KRTAP10-2,,unadjusted OLS,,,0.0345785385440373,-0.0697652332810211,0.1389223103690957,,0.4990993421850743,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8433,,,,,,,,,
,,DepMap,,25,CALCRL,,unadjusted OLS,,,0.0411604038794368,-0.0409661017515182,0.1232869095103919,,0.3106182703419138,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8434,,,,,,,,,
,,DepMap,,25,AKAP6,,unadjusted OLS,,,-0.0217348475444258,-0.1309223312285141,0.0874526361396623,,0.6843081180673464,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8435,,,,,,,,,
,,DepMap,,25,SNRPB,,unadjusted OLS,,,0.1239655699713728,-0.1732725661871126,0.4212037061298583,,0.3971818645307802,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8436,,,,,,,,,
,,DepMap,,25,JMJD4,,unadjusted OLS,,,0.017924832506277,-0.1241213637535533,0.1599710287661075,,0.7963815962546508,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8437,,,,,,,,,
,,DepMap,,25,MUCL3,,unadjusted OLS,,,-0.0142093580469557,-0.0965814644748131,0.0681627483809015,,0.7244589670731256,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8438,,,,,,,,,
,,DepMap,,25,FSIP1,,unadjusted OLS,,,-0.0331970411651905,-0.1156087350793557,0.0492146527489746,,0.4132482404838985,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8439,,,,,,,,,
,,DepMap,,25,ADIRF,,unadjusted OLS,,,0.0320256089349829,-0.0751091005203388,0.1391603183903047,,0.5424005369273739,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8440,,,,,,,,,
,,DepMap,,25,CDKN1C,,unadjusted OLS,,,-0.0366275423863221,-0.1489047551463149,0.0756496703736706,,0.5065012808689295,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8441,,,,,,,,,
,,DepMap,,25,CHAF1B,,unadjusted OLS,,,0.0962010197803798,-0.2412094411153603,0.4336114806761199,,0.5610703525741622,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8442,,,,,,,,,
,,DepMap,,25,MS4A10,,unadjusted OLS,,,0.0312986299632778,-0.0653547872628937,0.1279520471894494,,0.5096046805277267,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8443,,,,,,,,,
,,DepMap,,25,GGA2,,unadjusted OLS,,,-0.039323679914187,-0.1267695642276156,0.0481222043992415,,0.3618993685332267,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8444,,,,,,,,,
,,DepMap,,12,RNF145,,unadjusted OLS,,,-0.1471106237341761,-0.4286467537732122,0.1344255063048599,,0.2713406348947316,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8445,,,,,,,,,
,,DepMap,,25,ZNF701,,unadjusted OLS,,,0.0135638909349689,-0.0672929701634076,0.0944207520333455,,0.7317305351963831,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8446,,,,,,,,,
,,DepMap,,25,COX6A1,,unadjusted OLS,,,-0.0011152555829378,-0.1518995095321116,0.1496689983662359,,0.9879243559967532,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8447,,,,,,,,,
,,DepMap,,25,PRCP,,unadjusted OLS,,,0.0211669873424484,-0.0814533807532647,0.1237873554381617,,0.6735713999207105,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8448,,,,,,,,,
,,DepMap,,25,COLGALT2,,unadjusted OLS,,,0.0445855372958572,-0.0826384687729761,0.1718095433646907,,0.4757885487367644,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8449,,,,,,,,,
,,DepMap,,25,ONECUT1,,unadjusted OLS,,,0.0079430972900843,-0.0720660095421465,0.0879522041223153,,0.8390890964249932,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8450,,,,,,,,,
,,DepMap,,25,MAGEB10,,unadjusted OLS,,,-0.0364248146804098,-0.1215288965968502,0.0486792672360304,,0.3851085839340149,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8451,,,,,,,,,
,,DepMap,,25,CTCF,,unadjusted OLS,,,0.1447197120877009,-0.1293230368309646,0.4187624610063664,,0.2859504965161435,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8452,,,,,,,,,
,,DepMap,,25,KCTD11,,unadjusted OLS,,,-0.0436407617765582,-0.1197975168535607,0.0325159933004443,,0.2479546490374343,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8453,,,,,,,,,
,,DepMap,,25,DLGAP2,,unadjusted OLS,,,0.0168416712957516,-0.0853290516454313,0.1190123942369345,,0.7362031055204897,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8454,,,,,,,,,
,,DepMap,,25,MYCBP,,unadjusted OLS,,,-0.0559773949853884,-0.167860154438589,0.055905364467812,,0.3114316491891791,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8455,,,,,,,,,
,,DepMap,,25,FAN1,,unadjusted OLS,,,-0.0232762621369713,-0.0948240969492182,0.0482715726752754,,0.5076630114684684,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8456,,,,,,,,,
,,DepMap,,25,LBH,,unadjusted OLS,,,0.02912213132811,-0.0338269288277752,0.0920711914839953,,0.3485077183051385,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8457,,,,,,,,,
,,DepMap,,25,CDIP1,,unadjusted OLS,,,-0.0181200792087203,-0.0912083437210834,0.0549681853036428,,0.6129382482111101,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8458,,,,,,,,,
,,DepMap,,25,ABL2,,unadjusted OLS,,,0.0398793427533461,-0.0379501165742865,0.1177088020809788,,0.3001642574205151,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8459,,,,,,,,,
,,DepMap,,25,LEPR,,unadjusted OLS,,,0.0577601793528182,-0.0546531134202953,0.1701734721259319,,0.298852763196175,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8460,,,,,,,,,
,,DepMap,,25,MTG1,,unadjusted OLS,,,-0.1501172957552585,-0.3742900239182173,0.0740554324077003,,0.1792570847627924,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8461,,,,,,,,,
,,DepMap,,25,SRRT,,unadjusted OLS,,,-0.0017540506809946,-0.1848885779061058,0.1813804765441164,,0.984363058028556,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8462,,,,,,,,,
,,DepMap,,25,PTCH2,,unadjusted OLS,,,0.005268407394879,-0.1111908917744302,0.1217277065641883,,0.9262514027021984,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8463,,,,,,,,,
,,DepMap,,25,SURF1,,unadjusted OLS,,,-0.0760517675360988,-0.1681712843177038,0.0160677492455061,,0.1011313791433887,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8464,,,,,,,,,
,,DepMap,,25,SNAPC5,,unadjusted OLS,,,-0.2012974249395793,-0.5681680615870932,0.1655732117079345,,0.2680463115748592,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8465,,,,,,,,,
,,DepMap,,25,NIPAL2,,unadjusted OLS,,,0.0193985673570995,-0.0764883729513985,0.1152855076655976,,0.6794613001424646,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8466,,,,,,,,,
,,DepMap,,25,SPI1,,unadjusted OLS,,,-0.0492051107532661,-0.1867496809318543,0.0883394594253221,,0.4667630267981221,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8467,,,,,,,,,
,,DepMap,,25,EEIG2,,unadjusted OLS,,,0.0348105435293827,-0.0884975967353174,0.1581186837940829,,0.564909234640544,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8468,,,,,,,,,
,,DepMap,,25,JPT1,,unadjusted OLS,,,0.0157618520897628,-0.1164166541697526,0.1479403583492782,,0.8073438293089753,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8469,,,,,,,,,
,,DepMap,,25,MALT1,,unadjusted OLS,,,0.01009449696608,-0.0420511818235266,0.0622401757556867,,0.6925160243773834,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8470,,,,,,,,,
,,DepMap,,25,ANKZF1,,unadjusted OLS,,,0.038196131639287,-0.0319400349786933,0.1083322982572674,,0.2715332958330873,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8471,,,,,,,,,
,,DepMap,,25,IL18BP,,unadjusted OLS,,,-0.0159779885091944,-0.0938650740386477,0.0619090970202587,,0.6752387683922432,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8472,,,,,,,,,
,,DepMap,,25,NIPA1,,unadjusted OLS,,,-0.0303183247862337,-0.1151632057216073,0.0545265561491397,,0.4672569490117665,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8473,,,,,,,,,
,,DepMap,,25,SRMS,,unadjusted OLS,,,-0.045410609911974,-0.1246138296423619,0.0337926098184139,,0.2477108243997365,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8474,,,,,,,,,
,,DepMap,,25,EMD,,unadjusted OLS,,,-0.0325768447546241,-0.1271243099553305,0.0619706204460822,,0.4831590164100676,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8475,,,,,,,,,
,,DepMap,,25,BIN3,,unadjusted OLS,,,0.0144770863019716,-0.077799354051933,0.1067535266558763,,0.7484565329434183,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8476,,,,,,,,,
,,DepMap,,25,TEKT2,,unadjusted OLS,,,-0.0540734839837797,-0.183529829162071,0.0753828611945115,,0.3964708396931593,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8477,,,,,,,,,
,,DepMap,,25,TRMT13,,unadjusted OLS,,,0.0373899521295608,-0.0443198788351205,0.1190997830942421,,0.3536795260802167,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8478,,,,,,,,,
,,DepMap,,25,HNRNPF,,unadjusted OLS,,,0.0076516016016431,-0.1406559017833764,0.1559591049866628,,0.9159303462374352,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8479,,,,,,,,,
,,DepMap,,25,NUDT9,,unadjusted OLS,,,-0.033863529499167,-0.1349932511938096,0.0672661921954755,,0.4954363143589416,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8480,,,,,,,,,
,,DepMap,,25,LIG1,,unadjusted OLS,,,0.0373491468989318,-0.1834236064042898,0.2581219002021536,,0.7295498780490812,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8481,,,,,,,,,
,,DepMap,,25,COX6A2,,unadjusted OLS,,,0.0571287083212323,-0.0547865793349097,0.1690439959773744,,0.3019459923787874,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8482,,,,,,,,,
,,DepMap,,25,MRPL2,,unadjusted OLS,,,-0.1240477310148299,-0.3098969273996581,0.0618014653699981,,0.1806253613500486,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8483,,,,,,,,,
,,DepMap,,25,SMARCD3,,unadjusted OLS,,,-0.0120159360145319,-0.0647930944981195,0.0407612224690556,,0.6420931536013477,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8484,,,,,,,,,
,,DepMap,,25,ABCC12,,unadjusted OLS,,,0.0348655403870257,-0.0287897785344887,0.0985208593085403,,0.268865457248261,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8485,,,,,,,,,
,,DepMap,,25,H1-10,,unadjusted OLS,,,-0.1392665531883607,-0.3361155045973678,0.0575823982206463,,0.15685539879374,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8486,,,,,,,,,
,,DepMap,,25,ZFYVE27,,unadjusted OLS,,,0.043774830392895,-0.0579601762402698,0.1455098370260598,,0.3826242580237223,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8487,,,,,,,,,
,,DepMap,,25,NLGN2,,unadjusted OLS,,,0.0556128024708719,-0.0162502214015197,0.1274758263432637,,0.1230514225079668,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8488,,,,,,,,,
,,DepMap,,25,EMSY,,unadjusted OLS,,,0.075680676627072,-0.0838468662475578,0.2352082195017019,,0.3366157380661048,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8489,,,,,,,,,
,,DepMap,,24,PF4V1,,unadjusted OLS,,,-0.0220692149613132,-0.126463084272238,0.0823246543496116,,0.6653542018563825,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8490,,,,,,,,,
,,DepMap,,25,TCERG1L,,unadjusted OLS,,,0.0106065307199747,-0.0990650228031032,0.1202780842430526,,0.8431892620369914,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8491,,,,,,,,,
,,DepMap,,25,RPA2,,unadjusted OLS,,,-0.045796919121466,-0.3719858122366334,0.2803919739937013,,0.7740826790459949,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8492,,,,,,,,,
,,DepMap,,25,TMEM218,,unadjusted OLS,,,-0.0167566948635261,-0.099939419812822,0.0664260300857698,,0.6807471174600834,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8493,,,,,,,,,
,,DepMap,,25,YIPF6,,unadjusted OLS,,,0.0297999366122337,-0.0663289957759322,0.1259288690003996,,0.5276780199010841,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8494,,,,,,,,,
,,DepMap,,25,PRKAA2,,unadjusted OLS,,,0.0423674801073081,-0.0849239073078922,0.1696588675225085,,0.4980065425795603,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8495,,,,,,,,,
,,DepMap,,25,CCDC134,,unadjusted OLS,,,0.0135589497139928,-0.0749506668737524,0.1020685663017382,,0.7541769911986332,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8496,,,,,,,,,
,,DepMap,,12,SNRPD3,,unadjusted OLS,,,-0.1295885008115649,-0.9192436185911368,0.6600666169680068,,0.722238889928045,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8497,,,,,,,,,
,,DepMap,,25,NR5A1,,unadjusted OLS,,,-0.0293997157130189,-0.1153247064990653,0.0565252750730275,,0.4861790871331429,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8498,,,,,,,,,
,,DepMap,,25,LRRD1,,unadjusted OLS,,,0.0255350377127241,-0.0571561101082504,0.1082261855336986,,0.5292625968836446,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8499,,,,,,,,,
,,DepMap,,24,POTEH,,unadjusted OLS,,,0.0581406847812744,-0.1666393552674254,0.2829207248299743,,0.5970517046276467,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8500,,,,,,,,,
,,DepMap,,25,ZBP1,,unadjusted OLS,,,-0.0406927900119825,-0.1119303543427055,0.0305447743187405,,0.2494099979018545,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8501,,,,,,,,,
,,DepMap,,25,KCNK4,,unadjusted OLS,,,0.0487909586044939,-0.0539984468762099,0.1515803640851978,,0.3363522802639875,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8502,,,,,,,,,
,,DepMap,,25,NFATC2IP,,unadjusted OLS,,,-0.1094845358702144,-0.2593738180302511,0.0404047462898222,,0.1444011341684412,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8503,,,,,,,,,
,,DepMap,,25,TMPRSS7,,unadjusted OLS,,,-0.0203490875178237,-0.1207287067438897,0.0800305317082422,,0.6788433363928809,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8504,,,,,,,,,
,,DepMap,,25,LIPF,,unadjusted OLS,,,0.0309249150499639,-0.0491717112953471,0.111021541395275,,0.4326358310848672,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8505,,,,,,,,,
,,DepMap,,25,TCF7,,unadjusted OLS,,,0.0593331178119099,-0.2042304457686281,0.3228966813924479,,0.6458145292891787,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8506,,,,,,,,,
,,DepMap,,25,BRD3,,unadjusted OLS,,,0.0196181073624026,-0.047784332691839,0.0870205474166443,,0.5529961933968897,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8507,,,,,,,,,
,,DepMap,,25,TAF9B,,unadjusted OLS,,,-0.0424848361432379,-0.1497568112633123,0.0647871389768364,,0.4210313347744884,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8508,,,,,,,,,
,,DepMap,,25,DHX9,,unadjusted OLS,,,-0.1597983345312189,-0.5006350348903048,0.1810383658278669,,0.3421996984075189,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8509,,,,,,,,,
,,DepMap,,25,ANKRD16,,unadjusted OLS,,,-0.0402725476267862,-0.1473913104112209,0.0668462151576485,,0.4446517099354786,,,0.9996683886512427,,,,,,,,,outputs/v2/stage3/depmap_results.csv,8510,,,,,,,,,
