Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2023,Negative Regulation Of Epithelial Cell Proliferation (GO:0050680),1/70,0.0775160991028361,0.1099411340216696,0,0,13.114624505928854,33.537631008181485,BRCA2
GO_Biological_Process_2023,Negative Regulation Of Extrinsic Apoptotic Signaling Pathway (GO:2001237),1/70,0.0775160991028361,0.1099411340216696,0,0,13.114624505928854,33.537631008181485,BRCA1
GO_Biological_Process_2023,Regulation Of Double-Strand Break Repair Via Homologous Recombination (GO:0010569),1/71,0.0785806796212511,0.1107273212844902,0,0,12.926623376623375,32.88053947172483,RAD51
GO_Biological_Process_2023,Cellular Response To Reactive Oxygen Species (GO:0034614),1/73,0.0807063163108879,0.1129888428352431,0,0,12.56628787878788,31.62857298179009,ATM
GO_Biological_Process_2023,Positive Regulation Of Response To Stimulus (GO:0048584),1/77,0.0849435269348037,0.1181586240054642,0,0,11.902511961722489,29.348840640770707,BRCA1
GO_Biological_Process_2023,Organonitrogen Compound Catabolic Process (GO:1901565),1/78,0.0859999070425243,0.1186860247522559,0,0,11.747343565525384,28.821039177236628,CHEK2
GO_Biological_Process_2023,Phosphorylation (GO:0016310),2/429,0.0864165525845918,0.1186860247522559,0,0,4.360432697669232,10.676851030515811,CHEK2;ATM
GO_Biological_Process_2023,Positive Regulation Of Protein Modification By Small Protein Conjugation Or Removal (GO:1903322),1/79,0.0870551206102123,0.1188110765560759,0,0,11.596153846153848,28.30869068849647,BRCA1
GO_Biological_Process_2023,Positive Regulation Of Protein Ubiquitination (GO:0031398),1/84,0.0923137330775272,0.1242917065095564,0,0,10.894852135815992,25.9576646289328,BRCA1
GO_Biological_Process_2023,Macromolecule Catabolic Process (GO:0009057),1/85,0.0933619730924317,0.1242917065095564,0,0,10.76461038961039,25.52581013311219,CHEK2
GO_Biological_Process_2023,Negative Regulation Of Cell Cycle (GO:0045786),1/85,0.0933619730924317,0.1242917065095564,0,0,10.76461038961039,25.52581013311219,BRCA1
GO_Biological_Process_2023,Nuclear-Transcribed mRNA Catabolic Process (GO:0000956),1/85,0.0933619730924317,0.1242917065095564,0,0,10.76461038961039,25.52581013311219,ATM
GO_Biological_Process_2023,Regulation Of Nucleic Acid-Templated Transcription (GO:1903506),2/452,0.0944465420828477,0.1249689001949875,0,0,4.132698412698413,9.752016457661547,CHEK2;BRCA2
GO_Biological_Process_2023,Regulation Of Double-Strand Break Repair (GO:2000779),1/88,0.0964997501676386,0.125993513899712,0,0,10.391849529780565,24.298376989020504,RAD51
GO_Biological_Process_2023,Positive Regulation Of Cell Adhesion (GO:0045785),1/88,0.0964997501676386,0.125993513899712,0,0,10.391849529780565,24.298376989020504,ATM
GO_Biological_Process_2023,Cellular Response To Chemical Stress (GO:0062197),1/89,0.097543365599777,0.125993513899712,0,0,10.273243801652892,23.910545778237577,ATM
GO_Biological_Process_2023,Positive Regulation Of DNA Repair (GO:0045739),1/89,0.097543365599777,0.125993513899712,0,0,10.273243801652892,23.910545778237577,BRCA1
GO_Biological_Process_2023,Positive Regulation Of Gene Expression (GO:0010628),2/480,0.1045087722787258,0.1337951218463673,0,0,3.885036859932257,8.774294620402397,ATM;BRCA1
GO_Biological_Process_2023,Regulation Of Protein Metabolic Process (GO:0051246),1/96,0.104816454902684,0.1337951218463673,0,0,9.51291866028708,21.456811429654763,CHEK2
GO_Biological_Process_2023,Positive Regulation Of Protein-Containing Complex Assembly (GO:0031334),1/98,0.1068841607644753,0.135636625063691,0,0,9.315838800374882,20.8303053683161,ATM
GO_Biological_Process_2023,Protein Catabolic Process (GO:0030163),1/102,0.1110058757517839,0.1400481106868436,0,0,8.945094509450945,19.66285757943244,CHEK2
GO_Biological_Process_2023,Protein Phosphorylation (GO:0006468),2/500,0.1118743550413766,0.1403279482310909,0,0,3.7251864601262192,8.15956969937397,CHEK2;ATM
GO_Biological_Process_2023,Positive Regulation Of Vasculature Development (GO:1904018),1/104,0.1130599041103922,0.1409999953560638,0,0,8.770520741394527,19.118309794948487,BRCA1
GO_Biological_Process_2023,Cellular Response To Organonitrogen Compound (GO:0071417),1/105,0.1140852152224879,0.141465666875885,0,0,8.685751748251748,18.855113346734395,BRCA1
GO_Biological_Process_2023,Response To Tumor Necrosis Factor (GO:0034612),1/108,0.1171543506290522,0.1444459891278655,0,0,8.440951571792693,18.099619949979104,BRCA1
GO_Biological_Process_2023,Mitotic Cell Cycle Phase Transition (GO:0044772),1/111,0.1202133141804672,0.1473801648427196,0,0,8.209504132231405,17.391731853500882,CHEK2
GO_Biological_Process_2023,Regulation Of Protein Ubiquitination (GO:0031396),1/113,0.122246988120224,0.1490314405735315,0,0,8.062094155844155,16.944198323174863,BRCA1
GO_Biological_Process_2023,Cellular Response To Oxidative Stress (GO:0034599),1/117,0.1263008545319363,0.1529981940199676,0,0,7.782523510971787,16.102729771130306,ATM
GO_Biological_Process_2023,Positive Regulation Of Cell Cycle Process (GO:0090068),1/118,0.1273115194081633,0.1529981940199676,0,0,7.715617715617715,15.902800771228389,RAD21
GO_Biological_Process_2023,Cellular Response To Tumor Necrosis Factor (GO:0071356),1/119,0.1283210659522309,0.1529981940199676,0,0,7.649845916795069,15.706815316851294,BRCA1
GO_Biological_Process_2023,Positive Regulation Of Angiogenesis (GO:0045766),1/119,0.1283210659522309,0.1529981940199676,0,0,7.649845916795069,15.706815316851294,BRCA1
GO_Biological_Process_2023,Regulation Of Protein Catabolic Process (GO:0042176),1/122,0.1313430074625434,0.1557455334391908,0,0,7.459053343350864,15.14145312232544,CHEK2
GO_Biological_Process_2023,Negative Regulation Of Growth (GO:0045926),1/124,0.1333520651461152,0.1564183683065243,0,0,7.337028824833703,14.78237084448453,BRCA1
GO_Biological_Process_2023,Regulation Of DNA Metabolic Process (GO:0051052),1/124,0.1333520651461152,0.1564183683065243,0,0,7.337028824833703,14.78237084448453,BRCA1
GO_Biological_Process_2023,Negative Regulation Of Cell Growth (GO:0030308),1/125,0.134354926532257,0.1567474142876332,0,0,7.277492668621701,14.607894711747354,BRCA1
GO_Biological_Process_2023,Regulation Of DNA Repair (GO:0006282),1/129,0.138355282907338,0.1605513175983548,0,0,7.048650568181818,13.941740155929857,BRCA1
GO_Biological_Process_2023,Negative Regulation Of Cellular Biosynthetic Process (GO:0031327),1/137,0.1463030112669829,0.1688710289624218,0,0,6.63135026737968,12.745955140425728,BRCA1
GO_Biological_Process_2023,Regulation Of Cell Adhesion (GO:0030155),1/144,0.1531997086168738,0.1758959617452996,0,0,6.304513668150032,11.827349118815892,ATM
GO_Biological_Process_2023,Peptidyl-Serine Phosphorylation (GO:0018105),1/158,0.1668335606946207,0.1905414877406984,0,0,5.738274464389114,10.27586438121692,ATM
GO_Biological_Process_2023,Regulation Of DNA-templated Transcription (GO:0006355),4/1922,0.174302673023963,0.1972550310043805,0,0,1.9822183195214316,3.4628600616873366,RAD21;CHEK2;BRCA1;BRCA2
GO_Biological_Process_2023,Peptidyl-Serine Modification (GO:0018209),1/166,0.1745297970177007,0.1972550310043805,0,0,5.457851239669422,9.527551478192857,ATM
GO_Biological_Process_2023,Protein Modification Process (GO:0036211),2/711,0.1962685489434931,0.2206750006255855,0,0,2.5882194908993217,4.214323799516583,CHEK2;ATM
GO_Biological_Process_2023,Regulation Of Programmed Cell Death (GO:0043067),1/195,0.2018625773438331,0.2257947385753185,0,0,4.635192127460169,7.417086687621411,ATM
GO_Biological_Process_2023,Regulation Of Angiogenesis (GO:0045765),1/205,0.2110853124450204,0.2349000656439458,0,0,4.405748663101604,6.853110777147685,BRCA1
GO_Biological_Process_2023,Protein Stabilization (GO:0050821),1/208,0.213832195816452,0.2367427882253575,0,0,4.341238471673254,6.696636893560763,CHEK2
GO_Biological_Process_2023,Positive Regulation Of Cell Motility (GO:2000147),1/221,0.2256299991066613,0.2485365980007386,0,0,4.08202479338843,6.077558508656151,ATM
GO_Biological_Process_2023,Protein Polyubiquitination (GO:0000209),1/226,0.2301223657483093,0.2516248707183098,0,0,3.9903030303030302,5.8623301004779735,BRCA1
GO_Biological_Process_2023,Regulation Of Cell Growth (GO:0001558),1/227,0.2310178426620102,0.2516248707183098,0,0,3.972445695897023,5.820667093192624,BRCA1
GO_Biological_Process_2023,Cellular Response To Lipid (GO:0071396),1/228,0.2319123232426818,0.2516248707183098,0,0,3.9547456948338007,5.779449127370273,ATM
GO_Biological_Process_2023,Negative Regulation Of Multicellular Organismal Process (GO:0051241),1/231,0.2345897975356937,0.2532636122649032,0,0,3.9025691699604734,5.658400729418156,BRCA2
GO_Biological_Process_2023,Regulation Of Autophagy (GO:0010506),1/241,0.2434503845346471,0.2615283833862298,0,0,3.738068181818182,5.281300162864619,ATM
GO_Biological_Process_2023,Positive Regulation Of Programmed Cell Death (GO:0043068),1/245,0.2469670755023776,0.2639992876059898,0,0,3.676043219076006,5.140947356478427,ATM
GO_Biological_Process_2023,Positive Regulation Of Apoptotic Process (GO:0043065),1/270,0.2685946901497699,0.2857110184436278,0,0,3.330179114565732,4.377692828503603,ATM
GO_Biological_Process_2023,Positive Regulation Of Cell Migration (GO:0030335),1/272,0.2702989899983516,0.2861213699006942,0,0,3.3052666890305265,4.324037678081024,ATM
GO_Biological_Process_2023,Positive Regulation Of Transcription By RNA Polymerase II (GO:0045944),2/938,0.2938068620443423,0.309495577978749,0,0,1.9374236874236876,2.37301980733484,ATM;BRCA1
GO_Biological_Process_2023,Cellular Response To Cytokine Stimulus (GO:0071345),1/308,0.3003345230064467,0.3148434371613475,0,0,2.912348238081137,3.5031423930044268,BRCA1
GO_Biological_Process_2023,Positive Regulation Of Cytokine Production (GO:0001819),1/320,0.3100808643322098,0.3234978248081228,0,0,2.801082929609575,3.279850082217363,BRCA1
GO_Biological_Process_2023,Protein Modification By Small Protein Conjugation (GO:0032446),1/364,0.3447182380779025,0.3579131945593533,0,0,2.4560480841472576,2.6157597256375045,BRCA1
GO_Biological_Process_2023,Cellular Response To Oxygen-Containing Compound (GO:1901701),1/406,0.3762250077873922,0.3887658413803053,0,0,2.1966329966329967,2.1473578827675084,ATM
GO_Biological_Process_2023,Regulation Of Cell Migration (GO:0030334),1/434,0.3964188065032253,0.4076913791999995,0,0,2.0516481209321857,1.8983572505143609,ATM
GO_Biological_Process_2023,Negative Regulation Of Nucleic Acid-Templated Transcription (GO:1903507),1/456,0.4118451217068199,0.421558450048962,0,0,1.9502497502497504,1.7300819964892449,BRCA1
GO_Biological_Process_2023,Regulation Of Transcription By RNA Polymerase II (GO:0006357),3/2028,0.4171078760583281,0.4249408878152921,0,0,1.3297777777777775,1.1627715120030206,RAD21;ATM;BRCA1
GO_Biological_Process_2023,Negative Regulation Of Cellular Process (GO:0048523),1/537,0.4654554215747182,0.4719804975781021,0,0,1.6486601085481682,1.2607946027238883,BRCA1
GO_Biological_Process_2023,Positive Regulation Of Cellular Process (GO:0048522),1/594,0.5003441008851407,0.5049984646143048,0,0,1.4858194082477387,1.0288693417978818,ATM
GO_Biological_Process_2023,Regulation Of Apoptotic Process (GO:0042981),1/705,0.5621352860423272,0.564737764218449,0,0,1.2443827479338845,0.7167803107238202,ATM
GO_Biological_Process_2023,Negative Regulation Of DNA-templated Transcription (GO:0045892),1/1025,0.7020142744200661,0.7020142744200661,0,0,0.84130859375,0.2976562771199207,BRCA1
